id,text
3743,3822 12153 22160 12248 14547 929 21618 15469 12153 3519 6494 5697 25483 19121 2281 9601 5420 10723 24073 17281 8100 9043 17170 10723 ， 648 8224 2832 20097 17281 6653 13995 18239 4938 3218 29235 233 2103 2103 2103 10937 29731 ， 25483 28332 2199 104 23084
3744,1258 10449 26154 749 13535 2281 233 2103 16328 8251 1396 1845 8679 12163 8224 13343 2281 11444 83 8194 26437 9023 625 4004 22382 14232 854 24586 29956 25682 12960 26669 17281 ， 104 23084 1317
3745,1258 10449 19226 85 2281 16328 2103 8679 21534 16328 4198 17281 3848 2910 16542 26417 8194 26526 10922 20909 16575 23558 18790 8641 15316 ， 11955 5890 28648 2224 854 16614 6180 929 18244 24822 20244 24199 29003 19052 15707
3746,13603 18430 19551 18740 19339 28543 25130 26059 5697 28900 27013 17281 14244 3262 13489 ， 18067 17954 25483 19121 17281 13447 28648 2545 25986 ， 29547 16614 6180 3848 19855 24583 13337 14547 561 10204 5697 24058 8773 7230 19121 15469 17281 14950 2738
3747,19551 20866 8194 16576 21092 15475 803 10300 17281 26823 23372 29498 14547 28705 15912 803 9963 13535 18496 26336 28705 25945 28705 13712 26564 22314 20431 1258 11497 19433 2601 7558 17281 19339 28943 15469 ， 12163 8224 13343 8644 4685 8149 10063 10300 104 13839 17861 15043 ， 15912 14051
3748,16614 6180 979 26564 3470 10922 19339 26754 15469 ， 29541 20163 8067 1394 16542 16634 21738 13535 12657 24540 24100 2281 17281 ， 22253 14131 11206 17488 25945 29498 14547 28705 13712 12153 4529 2281 4198 14131 23832 19052 20163 1242 3144 28136 29541
3749,6203 29649 13657 5609 23468 25585 ， 20097 5602 4198 4938 5120 10647 10937 13178 ， 27427 25682 28874 8194 23832 27067 10449 9810 6494 23182 8 26082 15107 8194 ， 13778 9628 13657 27013 12196 28874 10647 2281 16328 8679 27357 233 8679 27653 23832 19052 10449 3144 16542 9815 26082 15107 8194
3750,20781 1317 9601 19121 929 25483 19121 16542 19934 15785 9036 17281 28394 1433 24007 4198 26059 20714 22737 ， 25483 19121 12553 26307 18947 4496 14232 24583 26669 25473 23397 14547 23635 22131 15469 ， 233 2103 16328 17525 1396 16328 2103 8679
3751,2281 12772 9614 28957 15912 9601 11766 29555 8766 4939 13535 29054 6197 4355 1602 ， 19433 15107 13535 29401 24007 28874 13535 30100 7469 16456 24007 ， 9601 19121 26568 24058 2832 20097 4054 18371 18371 16037 18754 28461 19339 9090 6762 1258 12590 16416 26797 17281 9090 6762 ， 4873 21092 2281 26336 7558
3752,13778 19319 14232 9090 30241 15305 10411 12163 30241 10063 697 30241 27762 6380 2797 30241 9628 13778 10746 19328 13821 16856 20458 19121 12235 19897 1292 929 25483 8147 23832 15707 ， 979 20265 19636 10893
3753,29547 25848 2166 929 1258 15185 18529 25504 17281 28503 21473 13489 5718 141 2970 13516 ， 20015 28776 10937 29842 396 26748 14328 19052 854 11955 8718 14232 27078 21694 19395 20458 23404 16328 16328 4198 929 10937 29842 3877 24586 2106 10039 ， 15991 16825 23980 2199 3218 27700 104 23084
3754,4198 8147 12153 19433 2124 12772 20448 26336 18319 7442 20791 22993 23468 25585 ， 11259 19121 19654 8100 24583 10238 881 26564 85 4198 19654 10922 19551 18430 4470 5119 7257 979 26564 19886 924 14547 10689 4198 15830 15469 ， 14131 8679 2281 11259 19121 23832 19052 17281 14547 19121 3011 3934 5119 18754 15469 24053 10382 4529
3755,22705 22633 10039 16122 1394 8194 24965 3382 14950 26669 8100 9043 1292 29555 ， 25945 27363 12590 12960 16051 4397 14547 21322 929 19052 15707 15469 ， 9601 19121 23635 22131 7661 19121 979 26564 5933 26313 8067 19654 2281 20097 28943 26526 9192 9881 4747 8503 3994 19052
3756,8322 25284 20447 205 27091 10647 8194 25682 19438 ， 22705 23635 22131 1317 ， 29547 10893 4529 22456 2502 25483 19121 14547 979 26564 13177 29401 15469 ， 2797 6527 28109 13535 929 648 8224 26307 18947 12113 1662 8718 17256 15107 17281 18970 29555
3757,25483 19121 10937 24053 8644 2910 19121 21326 6288 25277 2738 20447 26336 13535 4274 12163 8224 13343 27013 12196 26564 85 25585 22690 16542 15395 3037 20447 26336 4767 3696 20510 28041 4604 10449 16997 1938 26823 17281 ， 25483 19121 20097 13613 12459 3644 27700 705 29525 6809 27369 458 458 20923 1317
3758,3218 4767 10620 20097 21534 21534 18736 17525 611 23904 ， 7442 23635 8147 25284 2106 10039 ， 15014 19052 23904 9672 26725 8503 233 2103 2103 611 23904 ， 5609 9955 15912 14051 233 21534 10300 20781 13178 ， 16328 29179 4198 17281 15014 19052
3759,7442 21092 2281 10274 14477 13535 8322 13535 25504 9815 17281 26694 8 28874 17256 29956 12021 7390 ， 9043 3494 8808 12790 26096 2281 20015 28776 10937 29842 17281 8641 15316 12052 5933 19052 ， 20015 28776 10937 29842 2106 10039
3760,25504 10922 16328 1845 274 4004 8100 23904 15584 7659 ， 4004 8100 10449 26328 12459 9755 16182 28025 25504 24965 23308 25130 10879 30100 17062 29401 24007 12061 9004 12248 19340 ， 233 2103 16328 17525 1396 18371 8679 16328 8251 4198
3761,22705 24583 21092 20097 23904 2281 21942 14950 7510 10922 17281 5379 2187 ， 9925 28018 21440 8100 5119 20559 28947 10723 13589 1116 10596 13178 22382 4224 19654 27564 3994 19052 ， 2281 8414 4873 21378 12235 19654 8100 17281 10411 6517 25682
3762,8766 6316 23503 28874 4274 12153 3519 6494 16856 8223 16337 10937 29842 4397 3262 13462 21105 13916 2090 15318 27321 17062 929 17062 6653 13995 30241 30100 17062 6653 13995 ， 26336 235 23926 8100 4470 15318 27321 14547 9955 20823 15469 19339 25504 ， 2970 24540 6316 23503 25284 4274 25572 29940 10937 29842 25572 4397 13462 14950
3763,13537 10411 16337 14547 1730 28705 13712 240 11526 15469 ， 25483 19121 26307 18947 12163 8224 13343 15912 14051 2106 10039
3764,29547 17281 27013 12196 10647 979 3470 8644 25483 19121 9273 1629 5379 2187 28682 8100 29401 ， 12369 8139 24457 26307 18947 6832 12163 16337 12163 16328 8679 20669 20781 13178 ， 2281 25483 19121 10411 6517 26564 929 8644 4004 22382 14232 9273 1629 8100 9043 1065 2337 17281 19121 12235 24540 21326 2545 25986 25682
3765,27700 9925 20244 28874 29555 8766 5602 13516 1258 10446 26694 8 13174 15469 ， 14547 19636 10645 25483 19121 23904 11766 979 3470 5602 13516 ， 20850 8766 9023 13846 21092 2281 10647 979 16575 979 17861 27700 12489 3644 1258 10446 26694 8 ， 17170 26366 21092 2281 5697 11100 12567 17281 29525 1211 28503 21473 13489 30241 26564 85 27700 9925 20244 13916 2090 979 26417 2738 20447 26336 1845 10811 27321 10874 ， 27700 9925 20244 27013 12196 10238 2970 28503 21473 1823 6200 10811 27369 20788 11732 1225 29956 4529 25257 2106 10039
3766,12482 8147 12772 20448 22737 20060 929 3328 ， 24058 20163 2281 25585 19319 12640 19654 19121 12235 13778 13778 1242 14232 21534 14051 1943 10274 ， 3844 27013 12196 4438 2106 30241 21694 20244 25572 25157 25157 22737 12075 6762 20693 16337 9410 22382 18244 29731 23404 14232 14131 8679 16328 233 4198 25945
3767,2281 17644 16574 2224 25585 17281 14051 14208 29731 4767 19089 1116 14547 12153 3519 6494 2286 27095 15469 ， 6316 8194 23904 16640 4767 23832 648 8224 19121 15830 12153 28682 648 8224 26568 3494 19121 12235 3218 4767 15647 25133 16542 13821 10879 14684 16856 12113 23945 16856 9410 23945 5292 8718 17281 18079 22736 ， 4898 15991 4685 18430 104 13839 26227 4920 17281 648 8224 19121 12235 12459 3644 14501 24823 20791 17281 18079 22410
3768,27623 14051 13778 17170 14232 9090 8100 8147 20781 1317 12248 19340 10941 26328 235 8100 19339 25504 ， 15098 3636 22410 10922
3769,9963 13535 18496 26336 1258 10449 9043 27063 13174 ， 2106 10039 9601 19121 9601 17441 27013 12196 979 8194 20168 3644 979 3696 ， 17988 12268 1053 16542 26417 2281 19047 17144 23182 13846 23832 19052 24808 11342 8194 24583 26669 23635 22131
3770,25277 7558 15912 10723 19286 5609 5697 28648 12567 24659 5609 22737 20060 26417 2738 2797 29547 19121 12235 16325 12890 17997 24808 6635 28396 ， 12153 27322 26366 8503 1396 12567 3848 19855 10449 11497 19121 12235 27518 27518 24053 23532 3262 2124
3771,9601 19121 27013 12196 2281 14501 27454 26694 8 10922 17281 3262 26754 13535 10449 8174 17281 30241 1053 10059 17281 ， 28648 2224 9023 24583 17256 23904 10893 4529 2281 18970 29555 14547 5379 18947 14501 27454 15469 26694 8 10300 19897 25257 2106 10039
3772,28461 26564 19227 2124 18244 6527 15707 17281 3848 19855 30100 13470 13462 14950 9283 5111 28874 11100 22241 28682 17701 17062 15647 13447 ， 25658 4529 ， 10974 16249 8266 1826 26669 ， 979 20163
3773,25483 14489 12482 8147 10647 2281 11100 12567 10941 10636 19047 17861 20048 2066 14950 15794 23259 ， 12163 8224 13343 2281 8194 1943 25682 929 8146 10674 2106 10039
3774,18496 26336 4397 7232 10922 13895 17281 23904 7481 16456 2281 16648 12248 9601 3302 15318 ， 12772 10300 29547 28874 23635 22131 4004 22382 14232 5697 648 8224 979 26564 10050 21618 1258 26754 14547 28675 2281 17281 23904 7052 4630 1562 15469
3775,23832 27067 8251 2103 19047 1396 16542 9815 4397 9963 1451 19328 10449 9810 6494 5451 16964 2705 15707 ， 16328 2103 611 1242 16640 20983 23468 25585 15014 19052 ， 3110 6285 8 29498 19121 5451 8251 2103 19047 1396 5451 16964 2705 15707 10646 11688 21473 12582 22812 14485 24723 6082 15303 25117 17062 4529
3776,25483 19121 26307 18947 12163 8224 13343 25257 1242 3144 21004 26526 25483 19121 14018 26669 16122 16542 9925 20328 10937 10063 2990 16133 ， 2281 21243 21243 20163 2286 17281 233 2103 16328 17525 1396 ， 23468 14976 15098 3636 29525 16328 8679 16328 29179 4198 104 23084 5809 4685 8149 10063 10300 104 13839 16328 8679 16328 15766 4198 104 23084
3777,9601 19121 929 25483 19121 26096 18754 14018 26669 4685 9601 6653 21209 10063 13839 11371 2106 24748 5663 ， 651 1841 25945
3778,20850 29547 2106 10039 19551 20866 3240 7800 4054 8126 8222 ， 6832 12163 16337 12163 22690 26669 4054 25483 19121 27013 12196 17281 10636 274 4767 854 8126 8222 29547 9531 26694 25483 19121 17281 2970 ， 15912 14051
3779,4198 14131 2832 20097 15647 9935 18417 2628 15469 ， 14547 2281 8808 12790 24053 24199 929 19654 27357 22542 8513 17281 28394 1433 8147 22410 ， 4198 14131 21105 3291 16456 3291 9148 2106 10039
3780,625 28957 13535 29498 14547 12640 25130 10300 28438 13178 22382 25819 16337 17062 8100 17170 10723 30241 18244 19121 12640 20471 16337 17062 8100 17170 10723 30241 20448 16542 25130 13821 5574 10879 23372 17062 8100 17170 10723 5697 29243 5489 19506 20693 12660 17062 8100 17170 10723 30241 5112 20244 4275 16337 6762 16337 17062 8100 17170 10723 12153 28682 27762 6380 2797 18496 17255 16337 25130 6762 17062 8100 17170 10723 15469 ， 25483 19121 16542 10063 16328 1845 2103 27063 29640 5379 2187 21883 17696 2281 29179 7809 17170 10723 ， 104 22131 9601 1317
3781,24714 16456 25501 28943 29003 3545 11371 ， 14501 8100 26564 4430 19339 28943 27438 4873 10941 19047 12153 10922 ， 14501 15912 1823 4529 28503 21473 854 24586 23619 16575 19375 16328 18371 4198 2281 10449 12235 25377 7342 23832 27067 17281 7809 1943 8194 10922 2106 10039
3782,22382 413 28543 10449 10596 979 22443 10937 24053 25398 29627 11444 83 8147 22410 929 13253 20823 17281 29555 929 ， 18319 26366 16868 10133 12163 8224 13343 27013 12196 21004 21450 17281 28332 28860 12170 12846
3783,14547 27013 12196 16572 20097 14950 26669 20163 1938 5602 1826 10039 15469 ， 4198 14131 11160 20428 8194 26526 12029 26669 8456 15107 ， 15912 1396 17525 8679 ， 4685 5091 18455 10300 104 13839 233 2103 16328 29179 1396 1845 8679 104 23084 29956 25682
3784,18496 10893 10449 10596 1292 929 ， 20850 19121 8194 3828 13516 1258 11497 5379 2187 8194 24965 12206 12163 2738 26366 19897 13846 19339 28943
3785,26564 85 2124 642 9379 27331 233 2103 1396 ， 1826 29547 22241 28099 19269 2124 9000 17597 21534 15766 18371 17653 11259 12766 ， 11259 19121 8164 8147 12153 18068 15398 8414 8525 30241 6336 2738 28205 6189 30241 23152 21649 19328 16328 29179 21871 15927 274 22014 19226 26729 1053 27173
3786,18496 26336 12482 8147 25130 26059 2224 16133 2281 10449 22014 ， 4004 22382 14232 5697 13821 17937 3254 29555 21473 22410 24583 1451 24058 8773 5697 27013 19436 5602 9810 ， 26669 26748 10893 3144 8194 26526 17281 1242 274 7915 25130 28018 4438 2106 1406 2106 10039
3787,28874 26669 15707 4054 648 16337 8251 17525 25585 25442 25504 26336 28525 12248 25504 16640 21004 21450 25585 25442 8641 12170 ， 11962 16037 13767 26669 15707 4054 18600 21857 11732 27370 16328 15766 1845 14547 14051 17062 20270 15469 9737 23635 25504 5933 19052 17062 9601 10026 104 25203 28010 ， 14950 19339 15912 14051
3788,648 8224 17281 24569 9210 979 8194 929 8766 10723 24073 3994 7906 28682 25483 19121 23904 24586 5368 4397 10411 6517 ， 1258 274 854 24586 28874 24111 5718 25945
3789,12163 8224 13343 25257 25398 29627 14208 16045 8282 8137 13535 14547 8183 1823 15469 ， 7390 2281 233 2103 16328 233 1396 ， 2166 7442
3790,4496 14232 15912 14051 2281 26669 26748 5420 2910 10620 8194 8756 16542 8194 26526 20060 10658 8194 26437 4054 10160 22253 12710 23624 ， 15991 16825 23980 2199 16328 16328 8679 16328 15766 4198 104 23084
3791,22705 3240 7800 24583 2106 15506 9498 29627 15107 ， 1317 16572 20097 15506 9498 18529 25504 5933 26313 648 8224 15647 17062 ， 27427 25682 25483 19121 9601 17441 29842 27145 9023 10042 19642 12960 26669 18970 29555
3792,22705 10647 2797 22275 3623 26336 10449 29307 14547 30249 22410 24007 9379 15469 ， 3240 7800 4054 15305 16337 24457 17281 8194 22410 8126 10063 ， 12163 8224 13343 2281 9531 7661 20060 10658 ， 29179 8679 15766 4198
3793,648 8224 16868 2166 26154 749 5540 2281 648 29640 23349 26526 24670 26328 11160 ， 25483 19121 2286 1396 1845 8679 14018 26669 648 29640 23349 26526 22705 17861 27700 21326 25585 2545 25986 25682 ， 7915 14232 8718 17401 10238 19912 2199 1317
3794,25483 19121 1292 929 18244 4004 16456 3291 13462 14950 7799 25682 20097 19551 20866 17281 21828 25130 ， 29038 30016
3795,22705 2281 19121 3011 3110 9755 16456 25504 16051 233 2103 16328 17525 1396 1396 23926 104 22131 12489 26526 9601 20781 23316 9601 19121 29640 16456 24583 1451 27013 18451 28461 10639 ， 9601 19121 19121 12235 3110 9755 16456 25504 16051 12553 28461 15506 10639 8266 20447 12659 23503 26669 26748 8194 26526
3796,25483 19121 4529 26307 18947 12640 16337 9410 6762 4925 27091 17281 12553 19121 13470 17337 14232 12163 22382 13178 9410 7915 16337 27173 12163 28874 25398 29627 12163 8224 13343 10893 23832 14547 979 12772 27166 11414 15469 30241 14547 27145 23904 24583 1826 15469
3797,7442 10037 6762 10539 18244 27370 10935 12998 10937 29842 12960 26669 17281 18970 29555 25284 13535 24053 24583 13767 27370 233 233 17281 17983 9614 9042 ， 4198 14131 30100 18430 13688 29956 4529 10937 13178 4054 27700 10449 4438 19339 8258 25504 17281 2970 3636 18890 13962 11760
3798,6809 24808 11342 16784 4397 20923 19121 13470 16157 26307 8750 26729 6762 7230 233 18371 4198 2281 11021 15683 14501 19121 24457 22666 8194 26437 27700 25585 13355 26307 8750 26729 19604 2240
3799,979 23978 20565 7661 19121 19433 23349 26526 14547 20431 3848 15469 30241 979 12772 20448 4139 22737 4685 29731 14232 14131 21209 10063 13839 29038 1845 2103 21209 30241 979 8641 15316 5933 19052 29038 30016 3144 10937 24445 ， 5292 2281 24583 17256 10300 10449 10922 12567 9963 2106 1053
3800,28705 13712 7493 26154 1292 929 15469 ， 19121 14501 27067 24583 17256 23904 10935 12268 19057 19897 25257 26825 17861 18970 29555 29498 14547 25483 8147 20097 5602 2124 12520 726 17861 22103 1292 9601 25483 10636 10446 28332 13462 10937 104 10059 3262 17281 10449 10446 9601 19121 3110 25284
3801,4355 25848 29344 10238 15469 ， 14547 19052 27013 16157 15469 2106 10039 14547 20265 13535 29976 22325 5233 20559 ， 20850 30096 3844 8194 12153 14547 10300 25504 979 23774 15469 26564 85 5233 20559 ， 10941 27564 10238 4355 29976 22325 3110 749 17525 8679 1845 4198 23832 27067
3802,25585 26313 26823 23372 26336 16122 14668 16337 20244 25682 2337 8147 12520 30181 3262 10300 10658 20060 23513 ， 12052 26526 16157 15647 25133 8836 1263 1357 16157 26526 22737 28503 18244 29731 10879 9410 25130 18244 29940 17401 16614 6180 12163 12660 11693 9410 5292 2281 11732 9283 5111 9601
3803,9538 27322 20097 1341 8067 29525 19948 10452 17790 1341 8100 14547 10941 10446 28438 10300 11160 9963 16456 16977 9192 15469 ， 1341 8067 28648 2224 9023 25257 20205 3144 2106 10039 27151 26526 ， 24426 929 17701 1602 9192 11568 8100 28136 12872 26694 8 ， 10893 4529
3804,22705 8266 26526 8189 11662 12153 8100 17062 8100 29842 27145 4529 5046 15682 14232 15305 ， 12153 3519 6494 22443 20448 8644 4004 22382 14232 21004 21450 26336 8808 12790 8766 9043 27063 25473 4526 26564 17281 2970 3636 ， 29547 12772 10300 2106 10039
3805,8588 8842 13767 27370 21534 1845 11962 19339 8258 25504 2281 17062 8100 17281 21473 22410 2705 15707 ， 2281 929 25473 20097 18529 25504 5933 19052 23182 2090 8164 12790 25682 ， 12153 3519 6494 17062 8100 29842 27145 13821 21694 29207 17401 9410 23372 16337 17227 12052 27145 ， 15098 3636 1826 26669
3806,20015 28776 8251 21534 8251 21857 16037 14145 11766 8194 14547 22736 24965 17646 2395 20843 23588 10449 12590 27506 9053 15469 ， 979 3696 12075 3994 15842 25504 9043 3494 17281 8808 12790 8456 10645 19636 9498 ， 25483 19121 4685 23796 9043 13839 6884 16276 16328 16328 4198 1317
3807,8644 8414 28394 1433 19286 5609 21004 21450 12170 12846 ， 4004 26307 18947 13343 1394 26564 85 1938 5602 9023 13846 929 26615 11819 3110 18496 1451 24053 8808 12790
3808,7481 979 13535 18496 26336 12303 23415 10504 16122 1394 ， 10935 20817 14232 3240 7800 8189 11568 13535 18496 26336 14547 21105 3291 20097 23513 15469 ， 7442 25483 19121 30100 13470 854 24586 22131 19226 27369 458 458
3809,18244 19121 26307 8750 15972 6762 16337 17281 24583 17256 23904 14232 12163 20723 9410 25169 27722 12163 6200 20788 4876 4039 30120 30120 4039 5756 20788 4039 26393 10505 4039 20990 4876 1225 16614 6180 4004 22382 14232 18785 20791 929 19709 9601 12100 1082 17281 29296 6762 20244 7510 24586 5697 7510 20414 ， 19897 13535 233 29179 4198
3810,648 14232 20244 7702 1030 6527 12202 4054 23182 2545 17281 13778 6494 5574 927 14489 4274 14547 27649 15004 17281 25483 19121 27013 12196 15469 29956 10658 17281 29578 27450 ， 1258 12553 11794 23576 25117 9815 17281 3605 20448 13535 ， 23468 4274 15014 19052 17281 5609 20983 22131 19226 4685 22542 13114 10300 104 13839 24808 11342
3811,7232 9192 16640 9192 29732 16247 13535 4004 22382 14232 15647 27762 ， 19433 15107 24583 15318 13882 9981 ， 4004 22382 14232 4529 15647 6653 23904 9740 25130 20904 19897 25257 2106 10039
3812,25483 19121 19433 2124 26725 8414 15469 ， 14547 14489 25843 26564 85 21473 22410 20791 13353 2545 25986 ， 12163 8224 13343 2281 233 17525 4198 8194 1943 25682 17281 24808 11342 8194 10922 27162 22410 16021 24540 4054 1258 10449 11688
3813,13535 26336 14547 18371 9410 16328 16328 15469 12153 12567 396 3144 ， 2281 8251 10446 8679 10300 10658 29731 16572 20097 10449 23722 3994 13971 2281 20015 14232 27454 13716 20908 ， 10893 4529 25483 19121 7424 1845 8679 14018 26669 4685 648 29640 23349 26526 13839 24053 23532
3814,10647 14547 3083 29003 6750 5084 15469 ， 26568 929 1258 22014 14547 726 17861 9043 27063 15469 1451 24053 8808 12790 ， 12153 3519 6494 8100 8147 2106 10039
3815,19897 16572 20097 2106 1053 25483 19121 2281 8766 10723 24073 14547 19551 18319 3994 19052 15469 17281 9672 9379 10647 20714 25585 28874 13535 4274 12153 5046 25203 15316 10449 12590 ， 21906 5574 14823 3240 7800 929 25473 23397 14547 9601 19121 8100 9043 2705 15707 20714 25585 15469 5933 19052 12614 10674 9379 8137 ， 979 20163
3816,12163 8224 13343 7269 23084 29498 14547 10935 6832 22382 22443 20448 4274 3844 11160 23146 16856 1292 929 8189 1943 10274 13535 2281 25483 19121 2545 25986 22705 18313 14477 2797 8711 25442 2224 10204 29956 25682 15469
3817,11259 19121 26307 18947 28109 2281 10531 4274 14489 25843 3218 4767 15647 6653 23904 17227 26096 3249 625 26568 24058 23832 19052 20163 10941 3144 8194 17799 ， 10893 4529
3818,12482 8147 9737 9283 10647 23192 26082 9601 4198 10658 17281 24058 8773 13462 14950 ， 2281 25483 19121 12163 8224 13343 27013 6189 7230 8137 561 10204 25203 7469 28461 22197 30241 25483 19121 4274 9019 19121 17281 561 10204 6312 15536 23415 8137 17281 7799 2169 12052
3819,21874 29095 17701 18602 233 21534 4198 28874 2281 28648 9531 10723 20448 16542 25130 4274 20448 16542 25130 28648 22737 15682 13821 26765 22382 9410 21694 16856 11160 9925 23832 19052 8194 1943 ， 10893 28648
3820,12153 28682 10449 11497 20097 5602 25750 19052 13814 20548 30241 17891 12763 30241 18496 3292 15419 28461 22197 2705 15707 16572 29000 28900 27321 17281 2124 8139 ， 3110 18496 13535 22103 1292 25483 19121 4685 19121 3011 4990 28709 24058 8773 6189 24007 2124 13839 6200 11962 18600 18600 28685 16037 1225 ， 16572 29000 25442 1834 28682 2797 1065 3145 17281 25473 20097 8711 25442 5697 18371 18371 18736 1845 611 25483 12766 ， 20447 205 27091 22311 19395 12640 10879 12163 24073 2124 16157 10274 26154 ， 15991 25483 19121 29842 2124 9023 15098 3636
3821,929 12163 8224 13343 17281 27013 11606 22445 20097 979 141 ， 13178 22191 20458 23404 27432 12248 4054 12163 8224 13343 5602 26366 28900 17937 17281 25945 2124 ， 2281 26725 8414 18244 19121 4685 1053 27969 19047 10821 13839 24199 9531 10300 ， 15991 4685 10300 4438 19047 104 13839 10893 4529 104 23084
3822,20850 18128 10446 23904 11766 25203 15316 14560 15972 15469 ， 14547 23904 28964 9601 20097 10449 11497 25483 19121 5697 3848 19855 10937 5609 ， 4004 26307 18947 23635 22131 1317
3823,5346 22542 13114 10300 104 104 23084 24808 11342 10639 2861 24875 17988 14034 6266 233 8251 4198 17281 17062 19339 3291 26366 4529 10449 14051 235 23926 17062 8100 929 13778 17170 14232 9090 8513 11160 25658 6285 17281 17062 16648
3824,1258 13535 4198 14131 3994 17062 19551 18430 4470 14131 8679 29038 30016 3144 4990 28709 26669 15707 29555 929 9601 19121 8100 25504
3825,20850 235 23926 27013 12196 17018 14051 6809 233 21534 4198 20923 30283 2166 3240 7800 ， 13821 28332 16985 27013 12196 20097 20448 1342 15185 16328 17653 25483 12766 25174 12846 30078 5834
3826,19129 3682 8641 15316 28332 13462 19121 20063 13045 8808 6837 2066 14950 ， 9601 19121 19129 3682 23468 4274 19121 3011 5697 10723 24073 8208 11688 26694 8 17281 8808 6837
3827,1258 19897 13535 9601 19121 11371 8137 23953 7702 30241 8756 16542 24053 20791 17281 19551 18740 4526 26564 ， 9601 19121 27013 12196 18679 24007 26366 22160 5368 13657 26754 8137 30241 2124 19436 8137 30241 19121 3011 8137 17281 29322 23259 22542 8513
3828,20015 20244 19604 2166 979 22443 20448 3218 27700 17281 15395 3037 19052 15707 24965 16122 1394 3644 26336 13535 2281 26082 25672 25483 19121 ， 104 23084 11295 26336
3829,20714 7230 8100 9043 24058 8773 24540 24007 19328 19328 ， 12640 19636 16542 24007 12170 12846 29296 6762 20244 27013 12196 ， 20850 13535 16572 20097 17701 1242 24540 28964 13489 17281 15707 14950 ， 7424 28648 2224 12672 22410 1242 3144 27151 26526 ， 3848 25483 929 26366 4004 22382 14232 10898 16977 6762 29731 21694 10879 1292 29555 7360 2166 7230 22480 ， 3218 10722 19433 10645 ， 29296 6762 20244 1242 3144 16614 6180 19121 12235 2199 8194 3064 22241 ， 1258 26417 16575 4004 29296 5602 9810 18661 27357 1126 4873 17644 11688 ， 19121 3011 2199 8194 16542 1242 979 8641 15316 4004 22382 14232 17281 7230 24007 21618 26537 23953 8282 9042 14684 12960 2124 ， 10647 6762 29731 21694 10879 17861 27700 13554 26313 4004 22382 14232 9042 14684 ， 233 2103 16328 1845 1396 4004 22382 14232 7689 25504 8189 6082 9000 26313 6762 29731 21694 10879 17434 9192 ， 5420 29296 6762 20244 625 25145 21720 24007 5697 29296 6762 20244 27013 12196 8100 1242 1396 2224 19339 19433 10645 ， 4004 27013 12196 8641 15316 5420 29296 6762 20244 625 25145 21720 24007 ， 3218 10722 6653 18679 4054 5420 29296 625 25145 15707 10206
3830,9963 16572 20097 13882 9981 16456 25501 17918 4077 8067 19654 5697 1602 23279 749 17281 220 4197 16542 22204 18132 ， 19129 28568 27013 19436 11583 2970 ， 20414 26564 9601 19121 5697 5420 2910 9019 19121 16456 25501 25131 8327 11371 8137 19654 10922 13470 24540 13462 14950 ， 6030 11342 11295 26336
3831,20781 13178 20447 26336 25277 27145 22103 14949 22705 25277 7558 14328 19052 ， 10539 11526 25483 19121 2124 16157 16456 5697 7154 8750 12153 4529 17281 8396 16977 10937 6189 21209 15185 5697 22103 1292 26096 15912 4938 17723 12520 27063 10449 12590
3832,20448 28628 21092 10520 26537 13995 2125 25504 8194 4466 11765 ， 15439 11160 16542 4202 11766 3240 7800 10647 15305 3249 12520 4274 12163 8224 13343 16164 10922 5602 9810 ， 23052 5697 15439 21092 10300 2832 20097 23468 20983 10941 16157 29057 2545 6189 ， 7481 13535
3833,9963 30100 21726 14547 19396 19396 15469 9023 23598 19121 12235 4990 28709 30100 5834 929 18451 ， 14489 25843 24162 15707 15439 9601 17441 8100 9043 3844 24586 8194 4159 24053 4990 28709 8756 16542 8194 26526 ， 10893 4529 10449 14051 ， 15991 14489 9601 2199 104 23084
3834,26336 20060 10941 14051 17281 648 14232 20244 13462 14950 2990 16133 29038 15766 29179 3144 28648 22737 8194 26526 21534 8679 16328 4198 22014 2281 13821 28332 16985 396 11766 13821 13178 15360 12640 23832 19052 ， 15991 4054 6837
3835,3470 3144 16614 6180 8266 3262 14547 3848 19855 8100 4470 15469 ， 2124 19121 26307 18947 10935 6762 2240 2281 23796 20634 29038 10449 3144 16598 22659 16542 19339 8456 19826 13895 1396 17281 23796 20634 19047 2705 15707 10922
3836,16122 10063 16542 21870 8100 28136 24965 25398 14547 20414 8194 20714 25585 21322 20448 15469 ， 2281 25483 19121 10411 6517 14018 26669 4685 9601 6653 21209 10063 13839 30241 9019 8147 3828 20593 29640 8100 2337 19339 28943 5120 10647 12567 22007 29956 3011
3837,26564 85 3844 11160 23146 16856 17861 27700 23832 19052 16542 803 ， 3844 11160 23146 16856 26526 8194 28461 26748 30241 1292 929 8189 15647 6653 23904 28256 648 1242 20781 13178 19551 20866 26336 14547 22007 10300 26307 18947 15469 ， 17018 1396 16328 8679 233 21534 4198
3838,1258 11497 11766 929 2199 8194 18985 13462 27321 15318 2954 16542 20823 7077 15469 ， 14547 9019 19121 16274 5540 9601 13516 18787 23904 3682 23025 8137 13467 8644 12153 28682 17935 1396 23904 3682 23025 8137 12006 21720 27 16575 23635 18505 ， 28332 13462 19121 104 22131 28874 1826 26669
3839,19121 11160 9019 16542 8100 2066 6316 23503 19897 28898 9672 2281 13821 13178 15360 12640 10646 1938 ， 9601 19121 8100 2066 12772 12590 19269 11414 17861 3644 8766 13657 26754
